id,Date,Home,Away,Winner,Score_Home,Score_Away,1st_downs_Home,1st_downs_Away,Passing_1st_downs_Home,Passing_1st_downs_Away,Rushing_1st_downs_Home,Rushing_1st_downs_Away,Penaties_1st_downs_Home,Penaties_1st_downs_Away,3rd_down_made_Home,3rd_down_attempted_Home,3rd_down_made,3rd_down_attempted_Away,4th_down_made_Home,4th_down_attempted_Home,4th_down_made,4th_down_attempted_Away,Total_plays_Home,Total_plays_Away,Total_yards_Home,Total_yards_Away,Total_drives_Home,Total_drives_Away,Passing_yards_Home,Passing_yards_Away,Pass_comp_Home,Pass_thrown_Home,Pass_comp_Away,Pass_thrown_Away,Interceptions,Interceptions_Away,Sacks_Home,Sack_Yards_Lost_Home,Sacks_Away,Sack_Yards_Lost_Away,Rushing_yards_Home,Rushing_yards_Away,Rushing_attempts_Home,Rushing_attempts_Away,Red_zone_made_Home,Red_zone_attempted_Home,Red_zone_made_Away,Red_zone_attempted_Away,Penalties_Home,Penalties_Yards_Lost_Home,Penalties_Away,Penalties_Yards_Lost_Away,Turnovers_Home,Turnovers_Away,Fumbles_lost_Home,Fumbles_lost_Away,Def_Special_TDs_Home,Def_Special_TDs_Away,TOP_seconds_Home,TOP_seconds_Away,
250911008,2005-09-11,Lions,Packers,Lions,17,3,18,13,10,10,2,1,6,2,6,15,5,16,0,1,1,3,61,65,254,216,12,12,152,170,15,28,27,44,0,2,2,15,4,31,102,46,31,17,0,3,0,2,4,38,14,100,0,3,0,1,0,0,1736,1864,
250911019,2005-09-11,Giants,Cardinals,Giants,42,19,14,20,5,17,8,2,1,1,4,11,8,19,0,0,0,1,51,80,275,318,13,14,154,287,10,23,32,56,2,2,3,18,3,29,121,31,25,21,0,3,0,2,7,52,10,53,2,2,0,0,2,2,1455,2145,
250911024,2005-09-11,Chargers,Cowboys,Cowboys,24,28,19,23,10,14,9,6,0,3,7,14,7,11,2,3,0,0,63,61,291,301,7,9,188,192,18,35,18,24,2,0,2,21,4,34,103,109,26,33,0,4,0,4,8,62,8,46,2,1,0,1,0,0,1731,1869,
250911025,2005-09-11,49ers,Rams,49ers,28,25,12,26,10,19,1,7,1,0,1,7,8,20,0,0,4,4,41,89,217,405,11,10,183,316,13,18,34,56,0,1,2,9,7,46,34,89,21,26,0,2,0,5,5,30,7,48,2,1,2,0,1,0,1237,2363,
250911033,2005-09-11,Ravens,Colts,Colts,7,24,22,19,17,12,5,6,0,1,8,18,3,12,1,1,0,1,78,62,401,340,13,12,324,254,34,54,21,36,3,0,3,31,0,0,77,86,21,26,0,2,0,1,8,45,7,45,4,0,1,0,0,2,1971,1629,
250912001,2005-09-12,Falcons,Eagles,Falcons,14,10,18,18,6,15,11,2,1,1,3,15,3,12,1,1,0,1,67,61,319,301,14,13,119,250,12,23,24,45,1,1,4,37,2,7,200,51,40,14,0,3,0,1,7,88,8,55,3,3,2,2,0,0,2031,1569,
250918003,2005-09-18,Bears,Lions,Bears,38,6,18,14,5,10,13,1,0,3,8,15,5,14,0,0,0,3,61,63,336,234,11,13,149,205,15,22,21,43,0,5,2,12,3,11,187,29,37,17,0,3,0,3,6,40,3,30,0,5,0,0,3,0,1992,1608,
250918004,2005-09-18,Bengals,Vikings,Bengals,37,8,26,21,16,13,9,4,1,4,8,17,5,9,1,1,0,0,79,53,504,304,12,10,337,227,27,40,21,37,1,5,0,0,2,9,167,77,39,14,0,7,0,2,17,115,7,49,1,7,0,2,0,0,2320,1280,
250918010,2005-09-18,Titans,Ravens,Titans,25,10,16,12,12,11,2,0,2,1,7,17,4,16,0,0,1,1,67,60,290,182,15,14,193,168,19,37,25,41,0,1,1,2,6,44,97,14,29,13,0,3,0,2,5,47,10,73,1,2,1,1,2,0,1986,1614,
250918011,2005-09-18,Colts,Jaguars,Colts,10,3,18,12,7,7,10,4,1,1,7,16,6,15,0,0,0,0,66,59,268,303,11,11,122,175,13,28,16,29,1,0,0,0,6,23,146,128,38,24,0,2,0,1,6,45,7,60,1,0,0,0,0,0,1720,1880,
250918021,2005-09-18,Eagles,49ers,Eagles,42,3,30,8,20,7,10,1,0,0,7,10,3,12,0,0,0,0,71,47,583,142,12,10,443,84,33,39,13,27,0,3,2,15,3,23,140,58,30,17,0,5,0,1,6,50,2,15,1,3,1,0,0,0,2277,1323,
250918027,2005-09-18,Buccaneers,Bills,Buccaneers,19,3,18,8,7,6,11,1,0,1,7,14,4,14,0,0,0,1,63,50,318,147,11,11,127,100,16,22,13,31,0,0,1,9,2,12,191,47,40,17,0,2,0,1,13,99,3,20,0,0,0,0,0,0,2330,1270,
250918029,2005-09-18,Panthers,Patriots,Panthers,27,17,17,14,6,11,8,1,3,2,5,14,4,14,0,0,0,0,63,62,250,288,13,14,146,249,11,26,23,44,1,1,1,8,2,21,104,39,36,16,0,3,0,1,6,45,12,86,1,3,0,2,0,2,1919,1681,
250918034,2005-09-18,Texans,Steelers,Steelers,7,27,16,18,11,11,5,6,0,1,8,15,4,11,0,1,1,2,59,54,221,388,8,8,108,253,16,26,14,21,0,0,8,59,1,1,113,135,25,32,0,1,0,5,7,58,5,40,1,0,1,0,0,0,1854,1746,
250918022,2005-09-18,Cardinals,Rams,Rams,12,17,18,16,14,10,4,6,0,0,4,13,3,11,0,0,0,0,63,55,379,297,12,12,297,189,29,42,18,29,1,1,5,30,4,27,82,108,16,22,0,4,0,3,8,72,4,30,2,1,1,0,0,0,1869,1731,
250918026,2005-09-18,Seahawks,Falcons,Seahawks,21,18,24,14,13,7,10,4,1,3,4,12,2,11,0,0,0,1,67,51,428,223,12,13,265,108,20,31,11,20,0,0,2,16,3,15,163,115,34,28,0,4,0,3,10,79,3,24,1,0,1,0,0,0,2195,1405,
250918007,2005-09-18,Broncos,Chargers,Broncos,20,17,21,15,13,10,7,4,1,1,6,16,4,12,1,1,0,0,66,51,331,213,13,10,233,134,23,37,15,23,1,1,3,15,4,41,98,79,26,24,0,3,0,2,5,45,7,42,2,2,1,1,2,0,1985,1615,
250918009,2005-09-18,Packers,Browns,Browns,24,26,27,19,19,12,8,4,0,3,10,14,2,8,0,0,0,0,75,55,452,391,11,10,336,336,32,44,21,32,2,0,1,6,0,0,116,55,30,23,0,3,0,3,6,41,6,40,2,0,0,0,0,0,2111,1489,
250918020,2005-09-18,Jets,Dolphins,Jets,17,7,20,15,11,9,7,5,2,1,6,15,4,14,0,1,1,1,66,63,271,235,12,12,173,169,19,30,20,43,0,1,2,17,2,8,98,66,34,18,0,3,0,2,5,40,10,88,0,1,0,0,0,0,2039,1561,
250918013,2005-09-18,Raiders,Chiefs,Chiefs,17,23,16,17,11,8,4,8,1,1,4,12,5,16,0,1,2,2,55,65,327,354,10,11,255,229,21,35,18,28,0,0,2,8,1,8,72,125,18,36,0,3,0,3,7,84,9,78,2,1,2,1,0,0,1526,2074,
250919018,2005-09-19,Saints,Giants,Giants,10,27,23,15,19,7,3,6,1,2,8,15,5,12,0,0,0,0,71,53,422,257,10,12,350,165,27,45,13,24,3,0,4,25,0,0,72,92,22,29,0,3,0,4,13,92,9,86,6,1,3,1,0,0,1912,1688,
250919006,2005-09-19,Cowboys,Redskins,Redskins,13,14,14,14,9,9,3,4,2,1,7,17,6,17,0,1,2,2,65,64,351,346,13,12,261,242,21,36,20,34,0,1,0,0,5,49,90,104,29,25,0,2,0,0,7,60,12,80,0,2,0,1,0,0,1927,1673,
250925002,2005-09-25,Bills,Falcons,Falcons,16,24,18,24,2,11,12,11,4,2,6,14,7,12,1,2,0,0,62,63,208,403,8,10,36,167,10,23,15,27,1,1,4,39,0,0,172,236,35,36,0,3,0,4,3,35,7,75,2,2,1,1,0,0,1849,1751,
250925003,2005-09-25,Bears,Bengals,Bengals,7,24,16,11,9,6,4,4,3,1,3,15,2,14,2,3,0,0,67,58,255,244,13,17,149,161,17,39,16,23,5,0,0,0,1,8,106,83,28,34,0,1,0,3,7,88,9,77,6,1,1,1,0,0,1732,1868,
250925009,2005-09-25,Packers,Buccaneers,Buccaneers,16,17,15,19,8,9,5,8,2,2,3,10,8,16,1,1,0,0,51,69,260,293,12,11,185,132,14,24,17,26,3,1,2,10,2,7,75,161,25,41,0,4,0,3,8,65,8,103,4,1,1,0,0,0,1538,2062,
250925011,2005-09-25,Colts,Browns,Colts,13,6,20,14,13,8,6,6,1,0,4,10,6,14,0,0,1,1,56,56,339,263,7,9,228,188,19,23,22,29,1,0,0,0,4,20,111,75,33,23,0,4,0,2,3,15,7,62,1,0,0,0,0,0,1898,1702,
250925014,2005-09-25,Rams,Titans,Rams,31,27,22,18,16,10,5,7,1,1,2,7,3,12,0,0,0,1,53,65,360,335,13,13,259,248,21,28,24,39,1,2,4,33,2,13,101,87,21,24,0,3,0,4,11,75,11,80,4,3,3,1,2,2,1630,1970,
250925015,2005-09-25,Dolphins,Panthers,Dolphins,27,24,16,23,10,13,5,4,1,6,6,13,6,13,0,0,0,0,63,65,315,299,14,11,171,238,14,33,19,35,1,1,0,0,4,47,144,61,30,26,0,5,0,2,13,138,4,39,1,3,0,2,0,0,1667,1933,
250925016,2005-09-25,Vikings,Saints,Vikings,33,16,21,15,13,7,6,6,2,2,6,17,2,12,0,0,0,1,74,55,420,296,14,12,274,182,21,29,12,32,0,2,6,26,3,17,146,114,39,20,0,5,0,3,8,60,14,84,0,4,0,2,0,0,2293,1307,
250925020,2005-09-25,Jets,Jaguars,Jaguars,20,26,12,16,5,7,4,8,3,1,3,12,10,20,0,0,1,1,51,73,168,308,12,17,79,169,11,22,16,24,2,1,4,16,2,8,89,139,25,47,0,3,0,3,6,44,9,85,3,3,1,2,2,0,1534,2431,
250925021,2005-09-25,Eagles,Raiders,Eagles,23,20,26,18,16,15,5,2,5,1,7,14,4,14,0,0,0,0,71,65,448,365,15,13,365,344,30,52,24,42,1,0,1,0,1,1,83,21,18,22,0,5,0,4,9,70,13,94,2,0,1,0,0,0,1803,1797,
250925025,2005-09-25,49ers,Cowboys,Cowboys,31,34,19,26,11,16,7,9,1,1,6,12,6,13,0,0,1,3,61,72,390,443,12,13,266,348,21,34,24,38,2,2,2,3,2,15,124,95,25,32,0,3,0,5,8,67,6,45,3,3,1,1,2,0,1675,1925,
250925026,2005-09-25,Seahawks,Cardinals,Seahawks,37,12,29,15,15,10,11,5,3,0,6,13,3,13,0,0,0,0,69,60,447,266,11,13,284,176,21,32,18,36,0,1,0,0,3,26,163,90,37,21,0,6,0,1,3,25,12,71,0,2,0,1,0,0,2009,1591,
250925023,2005-09-25,Steelers,Patriots,Patriots,20,23,14,24,7,19,4,5,3,0,3,13,8,16,0,0,0,0,55,74,269,426,14,13,190,346,12,28,31,41,0,1,4,26,3,26,79,80,23,30,0,3,0,5,5,35,10,118,1,3,1,2,0,0,1477,2123,
250925024,2005-09-25,Chargers,Giants,Chargers,45,23,25,23,12,16,12,5,1,2,5,8,8,15,0,0,0,0,56,66,485,424,11,12,217,338,20,23,24,41,0,0,0,0,2,14,268,86,33,23,0,5,0,5,7,50,12,83,1,1,1,1,0,0,1805,1795,
250926007,2005-09-26,Broncos,Chiefs,Broncos,30,10,24,18,9,11,12,5,3,2,2,8,4,15,1,1,4,4,56,68,358,285,10,10,137,211,13,18,23,44,0,0,1,15,2,10,221,74,37,22,0,4,0,1,4,30,13,118,0,1,0,1,0,0,1808,1792,
251002004,2005-10-02,Bengals,Texans,Bengals,16,10,22,18,17,11,2,6,3,1,4,10,4,11,0,0,0,1,61,56,371,254,7,8,273,128,25,34,17,26,0,0,2,3,7,46,98,126,25,23,0,4,0,2,14,117,9,90,0,1,0,1,0,0,2074,1526,
251002010,2005-10-02,Titans,Colts,Colts,10,31,18,22,12,15,6,5,0,2,5,13,7,10,3,3,0,0,58,53,313,364,8,8,204,264,28,37,20,27,1,0,2,16,0,0,109,100,19,26,0,3,0,3,9,76,1,10,1,0,0,0,0,0,2052,1548,
251002017,2005-10-02,Patriots,Chargers,Chargers,17,41,18,26,11,13,6,10,1,3,4,11,7,12,1,1,0,0,55,64,303,431,10,10,231,248,21,36,19,24,2,0,1,8,0,0,72,183,18,40,0,3,0,4,4,62,7,50,2,0,0,0,0,2,1402,2198,
251002018,2005-10-02,Saints,Bills,Saints,19,7,23,13,8,5,11,6,4,2,7,15,4,11,0,0,0,1,68,48,333,208,13,9,166,67,15,26,10,21,0,1,1,6,4,36,167,141,41,23,0,5,0,1,4,26,12,79,0,2,0,1,0,0,2180,1420,
251002019,2005-10-02,Giants,Rams,Giants,44,24,24,27,12,22,8,4,4,1,5,12,7,14,1,2,2,2,65,78,456,476,13,11,292,434,19,35,40,62,0,3,1,4,1,8,164,42,29,15,0,6,0,5,11,90,11,103,0,5,0,2,0,0,1676,1924,
251002027,2005-10-02,Buccaneers,Lions,Buccaneers,17,13,17,11,11,7,3,4,3,0,7,16,2,12,0,0,1,2,64,54,353,226,11,11,284,135,22,39,15,27,3,0,3,18,2,2,69,91,22,25,0,1,0,3,7,55,8,55,4,1,1,1,0,0,1895,1705,
251002028,2005-10-02,Redskins,Seahawks,Redskins,20,17,26,21,17,14,7,7,2,0,13,18,6,12,1,1,1,1,77,62,352,354,9,8,211,235,20,36,26,38,1,0,2,15,1,7,141,119,39,23,0,4,0,2,2,10,8,84,1,0,0,0,0,0,2362,1569,
251002030,2005-10-02,Jaguars,Broncos,Broncos,7,20,13,24,10,12,1,9,2,3,3,9,5,15,0,0,2,2,47,73,241,306,10,12,229,118,20,34,19,26,2,0,2,11,3,18,12,188,11,44,0,0,0,4,15,119,5,30,4,0,2,0,0,0,1315,2285,
251002033,2005-10-02,Ravens,Jets,Ravens,13,3,17,8,8,5,8,2,1,1,5,14,3,14,1,1,0,1,66,48,259,152,12,11,144,124,15,21,14,28,1,0,0,0,5,25,115,28,45,15,0,2,0,1,3,19,5,39,2,0,1,0,0,0,2281,1319,
251002001,2005-10-02,Falcons,Vikings,Falcons,30,10,22,17,7,11,15,4,0,2,8,14,1,10,0,1,2,2,64,59,368,261,12,10,83,198,11,22,23,34,0,2,1,5,9,52,285,63,41,16,0,3,0,2,8,65,11,84,0,3,0,1,0,0,1957,1643,
251002012,2005-10-02,Chiefs,Eagles,Eagles,31,37,19,25,10,22,9,2,0,1,5,10,3,11,0,0,0,0,60,66,353,396,11,11,209,368,19,30,33,48,2,1,3,12,1,1,144,28,27,17,0,4,0,4,6,40,3,25,4,2,2,1,1,2,1743,1857,
251002013,2005-10-02,Raiders,Cowboys,Raiders,19,13,16,16,8,8,8,4,0,4,2,10,6,15,0,0,0,1,56,63,333,303,11,9,204,187,13,23,11,27,0,1,3,14,4,25,129,116,30,32,0,3,0,4,13,85,6,35,0,1,0,0,0,0,1754,1846,
251002022,2005-10-02,Cardinals,49ers,Cardinals,31,14,24,8,17,7,6,1,1,0,8,19,4,12,0,0,0,1,83,50,463,168,12,12,366,117,32,46,17,31,0,1,3,19,5,43,97,51,34,14,0,5,0,1,4,37,8,52,3,4,3,3,0,3,2268,1332,
251003029,2005-10-03,Panthers,Packers,Panthers,32,29,17,22,9,15,6,4,2,3,6,14,7,14,0,0,0,1,59,67,286,352,13,14,196,294,17,24,28,47,0,1,2,10,1,9,90,58,33,19,0,5,0,4,8,75,8,86,1,2,1,1,0,0,1869,1731,
251009001,2005-10-09,Falcons,Patriots,Patriots,28,31,22,20,14,11,5,8,3,1,5,13,3,10,0,0,0,0,63,58,400,483,13,12,284,342,18,34,22,27,0,1,3,14,1,8,116,141,26,30,0,3,0,2,8,84,11,83,0,1,0,0,0,0,1655,1945,
251009002,2005-10-09,Bills,Dolphins,Bills,20,14,21,16,8,9,7,5,6,2,6,14,3,9,0,0,0,1,65,55,236,323,12,11,137,210,20,26,21,33,0,3,3,32,2,16,99,113,36,20,0,4,0,2,7,63,18,102,1,5,1,2,0,0,2112,1488,
251009005,2005-10-09,Browns,Bears,Browns,20,10,15,16,11,7,4,9,0,0,5,13,5,13,0,0,0,2,59,64,278,266,13,14,202,90,23,34,16,26,2,0,3,16,4,27,76,176,22,34,0,1,0,2,5,55,7,57,2,3,0,3,0,0,1726,1874,
251009008,2005-10-09,Lions,Ravens,Lions,35,17,22,26,6,12,8,10,8,4,8,14,3,11,0,0,1,2,61,68,266,387,12,12,97,228,10,23,20,37,2,2,1,0,1,2,169,159,37,30,0,4,0,4,7,46,21,147,2,4,0,2,0,0,1814,1786,
251009009,2005-10-09,Packers,Saints,Packers,52,3,21,14,12,7,6,6,3,1,3,10,4,16,0,0,1,1,56,65,309,254,13,15,215,159,20,28,14,35,0,3,0,0,4,18,94,95,28,26,0,5,0,2,6,36,11,107,0,5,0,2,4,0,1737,1863,
251009014,2005-10-09,Rams,Seahawks,Seahawks,31,37,20,26,14,15,5,9,1,2,3,12,2,11,1,1,0,0,61,72,386,433,13,13,309,299,26,40,27,38,1,0,4,27,4,17,77,134,17,30,0,3,0,6,7,74,7,50,2,0,1,0,1,0,1746,1854,
251009020,2005-10-09,Jets,Buccaneers,Jets,14,12,15,20,9,12,3,4,3,4,3,10,2,14,1,1,2,2,48,71,212,285,9,11,150,201,13,19,27,42,1,1,2,13,3,25,62,84,27,26,0,2,0,3,6,46,12,87,3,1,2,0,0,0,1609,1991,
251009034,2005-10-09,Texans,Titans,Titans,20,34,14,22,7,15,5,5,2,2,0,13,4,11,1,2,0,1,62,62,257,310,12,13,96,220,18,27,22,31,1,0,7,35,0,0,161,90,28,31,0,3,0,4,6,39,7,65,1,0,0,0,0,0,1731,1869,
251009025,2005-10-09,49ers,Colts,Colts,3,28,12,22,4,14,6,8,2,0,3,14,6,10,1,1,1,1,56,60,177,365,12,9,44,245,9,23,23,31,4,2,5,30,1,10,133,120,28,28,0,1,0,4,7,40,10,80,5,3,1,1,0,2,1748,1852,
251009006,2005-10-09,Cowboys,Eagles,Cowboys,33,10,28,6,15,5,10,0,3,1,6,16,2,12,2,3,0,1,81,43,456,129,12,11,289,110,24,35,16,30,0,0,0,0,4,35,167,19,46,9,0,6,0,1,5,48,8,54,1,0,1,0,0,2,2443,1157,
251009007,2005-10-09,Broncos,Redskins,Broncos,21,19,11,28,4,18,6,7,1,3,4,14,6,15,1,1,0,0,54,79,257,447,12,13,92,322,10,26,30,53,0,0,0,0,0,0,165,125,28,26,0,1,0,4,6,43,10,67,0,1,0,1,0,0,1571,2029,
251009022,2005-10-09,Cardinals,Panthers,Panthers,20,24,19,15,17,12,2,2,0,1,7,16,4,11,1,4,0,0,74,56,468,330,14,13,396,243,29,46,18,29,3,1,1,2,0,0,72,87,27,27,0,2,0,2,8,55,4,30,4,2,1,1,0,0,2052,1548,
251009030,2005-10-09,Jaguars,Bengals,Jaguars,23,20,19,20,7,12,8,6,4,2,2,11,4,13,0,0,0,1,61,61,342,364,12,12,161,232,10,24,22,33,0,0,0,0,2,7,181,132,37,26,0,2,0,3,10,98,12,94,1,1,1,1,0,0,1765,1835,
251010024,2005-10-10,Chargers,Steelers,Steelers,22,24,20,25,12,11,4,9,4,5,5,12,4,10,0,0,0,0,57,61,279,311,10,12,213,207,20,35,17,26,1,0,1,6,3,18,66,104,21,32,0,4,0,3,9,100,11,104,2,1,1,1,0,0,1597,2003,
251016003,2005-10-16,Bears,Vikings,Bears,28,3,16,16,9,13,4,2,3,1,3,10,3,16,0,1,1,4,58,72,192,283,14,15,97,203,16,25,26,49,1,2,3,20,4,34,95,80,30,19,0,4,0,3,8,58,14,91,3,2,2,0,0,0,1658,1942,
251016006,2005-10-16,Cowboys,Giants,Cowboys,16,13,25,11,16,7,8,4,1,0,9,16,1,11,0,0,1,1,78,52,385,270,14,15,293,179,26,37,14,29,1,1,3,19,4,36,92,91,38,19,0,4,0,4,6,44,6,32,4,4,3,3,0,0,2446,1381,
251016008,2005-10-16,Lions,Panthers,Panthers,20,21,11,14,8,13,1,0,2,1,4,15,6,14,1,2,0,1,58,59,209,317,16,13,157,263,17,28,20,32,1,3,6,44,2,20,52,54,24,25,0,1,0,3,10,75,10,73,4,4,3,1,4,0,1923,1677,
251016010,2005-10-16,Titans,Bengals,Bengals,23,31,21,24,14,17,7,6,0,1,6,12,3,10,1,1,0,1,65,62,377,387,13,11,259,268,26,41,27,33,2,0,0,0,1,4,118,119,24,28,0,4,0,4,5,69,4,32,3,0,1,0,0,2,1856,1744,
251016012,2005-10-16,Chiefs,Redskins,Chiefs,28,21,18,26,7,17,7,6,4,3,4,12,5,12,1,1,0,1,58,73,274,398,12,12,178,297,15,25,25,41,0,0,1,3,4,34,96,101,32,28,0,3,0,3,4,24,5,54,0,3,0,3,2,0,1660,1940,
251016018,2005-10-16,Saints,Falcons,Falcons,31,34,32,21,14,6,15,12,3,3,3,7,7,12,0,0,0,0,67,57,456,266,9,11,245,106,22,33,11,23,1,1,2,14,1,6,211,160,32,33,0,3,0,5,8,55,10,79,2,1,1,0,0,3,2006,1594,
251016023,2005-10-16,Steelers,Jaguars,Jaguars,17,23,16,17,7,9,3,6,6,2,1,12,7,19,0,0,0,1,60,73,218,246,17,14,145,153,11,28,19,35,3,1,2,9,3,24,73,93,30,35,0,2,0,3,7,80,10,106,4,1,1,0,1,2,1647,2169,
251016027,2005-10-16,Buccaneers,Dolphins,Buccaneers,27,13,15,13,11,9,4,3,0,1,8,17,3,14,0,0,1,3,63,65,342,307,15,13,162,243,18,26,21,43,0,0,3,27,4,24,180,64,34,18,0,3,0,2,9,65,9,60,1,2,1,2,2,0,2139,1461,
251016033,2005-10-16,Ravens,Browns,Ravens,16,3,16,12,10,4,5,5,1,3,6,15,4,11,2,2,0,0,65,52,351,186,13,9,201,116,23,31,16,30,1,1,1,12,4,31,150,70,33,18,0,5,0,1,11,97,8,53,1,3,0,2,0,0,2225,1375,
251016002,2005-10-16,Bills,Jets,Bills,27,17,24,17,8,7,13,7,3,3,5,10,3,10,0,0,0,0,66,52,341,275,14,11,164,126,18,26,12,26,2,2,1,8,5,35,177,149,39,21,0,3,0,2,13,99,7,50,2,3,0,1,0,0,2315,1285,
251016007,2005-10-16,Broncos,Patriots,Broncos,28,20,20,22,10,12,10,7,0,3,3,11,6,16,0,0,0,0,59,65,432,388,12,14,254,299,17,24,24,46,0,0,1,8,0,0,178,89,34,19,0,4,0,3,11,82,8,55,0,0,0,0,0,0,1937,1663,
251016013,2005-10-16,Raiders,Chargers,Chargers,14,27,19,22,14,8,5,10,0,4,3,13,2,11,2,4,0,0,65,64,310,346,11,13,271,156,24,48,15,21,1,0,4,21,2,12,39,190,13,41,0,3,0,4,8,51,5,35,1,0,0,0,0,0,1482,2118,
251016026,2005-10-16,Seahawks,Texans,Seahawks,42,10,31,14,8,10,19,3,4,1,7,11,6,16,3,3,2,2,65,58,459,227,9,11,139,160,14,20,19,33,1,0,3,29,3,19,320,67,42,22,0,6,0,0,6,45,13,95,1,0,0,0,0,0,1893,1707,
251017011,2005-10-17,Colts,Rams,Colts,45,28,31,20,12,12,16,7,3,1,8,12,3,7,0,1,0,0,72,51,363,349,10,11,187,244,22,32,23,29,0,3,2,4,1,11,176,105,38,21,0,8,0,2,3,15,9,50,1,4,1,1,0,0,1974,1626,
251021015,2005-10-21,Dolphins,Chiefs,Chiefs,20,30,9,24,7,14,2,10,0,0,3,13,8,17,0,0,0,1,47,81,286,462,13,15,192,277,12,31,20,34,1,0,2,10,2,12,94,185,14,45,0,2,0,3,4,30,7,63,1,0,0,0,0,0,1100,2500,
251023004,2005-10-23,Bengals,Steelers,Steelers,13,27,20,20,11,7,7,10,2,3,3,11,4,11,0,0,0,0,57,62,302,304,12,11,211,83,21,36,9,14,2,1,2,16,1,10,91,221,19,47,0,3,0,4,4,35,5,65,2,2,0,1,0,0,1471,2129,
